Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Sutherlin Nissan,4815 S US Highway 1,,Fort Pierce,FL,34982,,772-464-4645,E,,Private,,,,,,,1,,,Non-Networked,,200-9,27.377265,-80.326861,2020-06-09,46574,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Gainesville Nissan,3915 N Main St,,Gainesville,FL,32609,,352-378-2311,E,,Private,,,,,,,1,,,Non-Networked,,200-9,29.689296,-82.318596,2020-06-09,46576,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Coggin Nissan,10600 Atlantic Blvd,,Jacksonville,FL,32225,,,E,,Private,,,,,,,1,,,Non-Networked,,GPS,30.324014,-81.524719,2022-03-07,46578,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Coggin Nissan at the Avenues,10859 Philips Hwy,,Jacksonville,FL,32256,,904-880-3000,E,,Private,,,,,,,1,,,Non-Networked,,200-9,30.172215,-81.544583,2022-03-07,46580,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Jenkins Nissan,4401 State Rd 33 N,,Lakeland,FL,33805,,863-686-2800,E,,Private,,,,,,,1,,,Non-Networked,,200-9,28.09809,-81.949333,2022-03-07,46583,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Jenkins Nissan,10234 US Highway 441,,Leesburg,FL,34788,,352-343-5111,E,,Private,,,,,,,1,,,Non-Networked,,200-9,28.822813,-81.787457,2020-06-09,46585,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Bill Ray Nissan,2724 N Highway 17-92,,Longwood,FL,32750,,407-831-1318,E,,Private,,,,,,,1,,,Non-Networked,,GPS,28.724709,-81.316556,2022-03-07,46587,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Nissan of Melbourne,440 S Harbor City Blvd,,Melbourne,FL,32901,,321-723-2941,E,,Private,,,,,,,1,,,Non-Networked,,200-9,28.101637,-80.614492,2020-06-09,46591,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Naples Nissan,3640 Pine Ridge Rd,,Naples,FL,34109,,239-643-3800,E,,Private,,,,,,,1,,,Non-Networked,,200-8,26.211419,-81.744746,2020-06-09,46594,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Maus Nissan,3923 US 19 N,,New Port Richey,FL,34652,,727-847-5555,E,,Private,,,,,,,1,,,Non-Networked,,GPS,28.21583,-82.739071,2020-06-09,46596,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Pearson Nissan of Ocala,2060 SW College Rd,,Ocala,FL,34471,,352-622-4111,E,,Private,,,,,,,1,,,Non-Networked,,GPS,29.171608,-82.161506,2022-03-07,46598,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false
ELEC,Reed Motors,3776 W Colonial Dr,,Orlando,FL,32808,,407-297-7333,E,,Private,,,,,,,1,,,Non-Networked,,200-9,28.551681,-81.424557,2020-06-09,46602,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Sutherlin Nissan - Orlando,8125 E Colonial Dr,,Orlando,FL,32807,,407-657-9500,E,,Private,,,,,,,1,,,Non-Networked,,200-8,28.5684,-81.27715,2022-03-07,46605,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false
ELEC,Universal Nissan,12785 S Orange Blossom Trail,,Orlando,FL,32837,,407-926-7000,E,,Private,,,,,,,1,,,Non-Networked,,200-9,28.38053,-81.403658,2022-03-07,46607,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Beck Nissan,252 N Highway 17,,Palatka,FL,32177,,386-328-2775,E,,Private,,,,,,,1,,,Non-Networked,,200-8,29.663189,-81.656096,2022-03-07,46609,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Sandy Sansing Nissan,5705 Pensacola Blvd,,Pensacola,FL,32505,,850-479-4700,E,,Private,,,,,,,1,,,Non-Networked,,200-9,30.47414,-87.249675,2020-06-09,46614,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Performance Nissan,1345 S Federal Hwy,,Pompano Beach,FL,33062,,954-446-8772,E,,Private,,,,,,,1,,,Non-Networked,,200-9,26.21375,-80.10699,2020-06-09,46616,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,West Palm Beach Nissan,3870 Blue Heron Blvd,,Riviera Beach,FL,33404,,561-848-0688,E,,Private,,,,,,,1,,,Non-Networked,,GPS,26.782347,-80.09792,2020-06-09,46620,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Southern 441 Nissan,9405 Southern Blvd,,Royal Palm Beach,FL,33411,,561-491-7500,E,,Private,,,,,,,1,,,Non-Networked,,200-8,26.680654,-80.198008,2020-06-09,46622,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Nissan of Saint Augustine,2755 US 1 S,,St. Augustine,FL,32086,,904-794-9990,E,,Private,,,,,,,1,,,Non-Networked,,200-9,29.844721,-81.323289,2020-06-09,46624,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Crown Nissan,5151 34th St N,,St. Petersburg,FL,33714,,727-527-8411,E,,Private,,,,,,,1,,,Non-Networked,,200-9,27.818805,-82.678474,2020-06-09,46626,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Gettel Nissan - Sarasota,3530 Bee Ridge Rd,,Sarasota,FL,34239,,941-923-1411,E,,Private,,,,,,,1,,,Non-Networked,,GPS,27.298292,-82.499125,2020-06-09,46628,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Kraft Nissan,3277 Mahan Dr,,Tallahassee,FL,32308,,850-576-6171,E,,Private,,,,,,,1,,,Non-Networked,,200-8,30.462438,-84.221215,2022-03-07,46633,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Pat Fischer Nissan,1128 S Hopkins Ave,,Titusville,FL,32780,,321-268-2000,E,,Private,,,,,,,1,,,Non-Networked,,200-9,28.602972,-80.808957,2020-06-09,46635,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Wesley Chapel Nissan,28519 State Rd 54,,Wesley Chapel,FL,33544,,813-751-1300,E,,Private,,,,,,,1,,,Non-Networked,,GPS,28.23835,-82.344239,2020-06-09,46639,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Five Star Nissan - Albany,1100 E Oglethorpe Blvd,,Albany,GA,31705,,229-436-8807,E,,Private,,,,,,,1,,,Non-Networked,,200-9,31.57122,-84.125568,2020-06-09,46641,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Nissan of Augusta,3300 Washington Rd,,Augusta,GA,30907,,706-854-1000,E,,Private,,,,,,,1,,,Non-Networked,,200-9,33.515068,-82.067573,2020-06-09,46644,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Nissan of Athens,4735 Atlanta Hwy,,Athens,GA,30606,,706-549-6600,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.940287,-83.49648,2022-03-07,46646,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false
ELEC,Scott Evans Nissan,725 Bankhead Hwy,,Carrollton,GA,30117,,770-832-8222,E,,Private,,,,,,,1,,,Non-Networked,,200-9,33.587958,-85.053239,2022-03-07,46648,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Nissan Headquarters - Columbus,1725 Whittlesey Rd,,Columbus,GA,31904,,,E,,Private,,,,,,,1,,,Non-Networked,,GPS,32.539843,-84.965676,2020-07-13,46650,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Conyers Nissan,1420 Iris Dr,,Conyers,GA,30094,,,E,,Private,,,,,,,1,,,Non-Networked,,GPS,33.66597615326003,-84.03435213491821,2020-06-09,46652,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Butler Nissan,4500 Riverside Dr,,Macon,GA,31206,,478-781-8440,E,,Private,,,,,,,1,,,Non-Networked,,200-9,32.915302,-83.70634,2020-06-09,46659,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Childre Nissan,126 Roberson Mill Rd,,Milledgeville,GA,31061,,478-452-5535,E,,Private,,,,,,,1,,,Non-Networked,,200-9,33.106139,-83.257757,2022-03-07,46663,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Nissan of Albertville,9736 US Highway 431,,Albertville,AL,35950,,256-878-4390,E,,Private,,,,,,,1,,,Non-Networked,,200-9,34.290864,-86.244855,2020-06-09,46668,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Massey Automotive,600 W Bypass,,Andalusia,AL,36420,,334-222-4171,E,,Private,,,,,,,1,,,Non-Networked,,GPS,31.318556,-86.45545,2020-06-09,46670,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Lynch Nissan - Auburn,140 W Creek Pkwy,,Auburn,AL,36830,,334-821-4888,E,,Private,,,,,,,1,,,Non-Networked,,GPS,32.559745,-85.50088,2020-06-09,46672,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Benton Nissan - Bessemer,5487 Academy Way,,Bessemer,AL,35022,,205-428-6314,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.363169,-87.007652,2020-06-09,46674,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Jim Burke Nissan,1300 3rd Ave N,,Birmingham,AL,35203,,205-324-3371,E,,Private,,,,,,,1,,,Non-Networked,,200-9,33.512147,-86.816519,2020-06-09,46676,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Serra Nissan,1500 Center Pt Pkwy,,Birmingham,AL,35215,,205-856-2544,E,,Private,,,,,,,1,,,Non-Networked,,200-9,33.624698,-86.686454,2020-06-09,46678,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,McKinnon Nissan,135 Price Dr,,Clanton,AL,35046,,205-280-1101,E,,Private,,,,,,,1,,,Non-Networked,,GPS,32.888783,-86.622664,2020-06-09,46680,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Bondy's Nissan,3693 W Main St,,Dothan,AL,36305,,334-794-6736,E,,Private,,,,,,,1,,,Non-Networked,,200-9,31.231097,-85.447945,2020-06-09,46682,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Mitchell Nissan,1640 E Park Ave,,Enterprise,AL,36330,,334-635-9985,E,,Private,,,,,,,1,,,Non-Networked,,200-9,31.30476,-85.819992,2020-06-09,46684,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,University Nissan - Florence,248 Cox Creek Pkwy,,Florence,AL,35630,,256-740-5100,E,,Private,,,,,,,1,,,Non-Networked,,200-9,34.83473,-87.628871,2022-03-07,46686,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Nissan of Gadsden,1701 Rainbow Dr,,Gadsden,AL,35901,,256-549-7500,E,,Private,,,,,,,1,,,Non-Networked,,200-9,33.981374,-86.007245,2023-04-06,46689,2023-04-06 17:17:01 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Landers McLarty Nissan,6520 University Dr NW,,Huntsville,AL,35806,,256-837-5752,E,,Private,,,,,,,1,,,Non-Networked,,200-9,34.748967,-86.690944,2020-06-09,46691,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Nissan of Mobile,1015 E Interstate 65 Service Rd S,,Mobile,AL,36606,,251-476-7800,E,,Private,,,,,,,1,,,Non-Networked,,200-9,30.669173,-88.12657,2020-06-09,46693,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Benton Nissan,1834 US Highway 78 E,,Oxford,AL,36203,,256-831-8882,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.594279,-85.876568,2020-06-09,46695,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Nissan of Burlingame,101 California Dr,,Burlingame,CA,94010,,650-347-4800,E,,Private,,,,,,,1,,,Non-Networked,,200-9,37.57792,-122.341931,2020-06-09,46710,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Dublin Nissan,6450 Dublin Ct,,Dublin,CA,94568,,925-452-8000,E,,Private,,,,,,,1,,,Non-Networked,,GPS,37.702828,-121.911087,2022-02-10,46722,2022-02-10 19:42:29 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false
ELEC,Momentum Nissan,2545 Auto Mall Pkwy,,Fairfield,CA,94533,,707-402-3200,E,,Private,,,,,,,1,,,Non-Networked,,200-9,38.244614,-122.079181,2020-06-09,46725,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,OMP Sanders Rubbercraft,3701 Conant St,,Long Beach,CA,90808,,,E,,Private,Employee use only,,,,,,1,,,Non-Networked,,GPS,33.8234522,-118.1488717,2023-01-10,46731,2023-02-14 15:54:11 UTC,P,,,2011-08-17,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true
ELEC,Empire Nissan,1377 Kettering Loop,,Ontario,CA,91761,,909-390-9977,E,,Private,,,,,,,1,,,Non-Networked,,200-9,34.049006,-117.547161,2022-02-10,46744,2022-02-10 19:42:29 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false
ELEC,Dennis Dillon Nissan,8727 Fairview Ave,,Boise,ID,83704,,208-388-4404,E,,Private,,,,,,,1,,,Non-Networked,,200-9,43.619031,-116.29091,2022-03-07,46792,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false
ELEC,Ron Sayer Nissan,1175 N Woodruff Ave,,Idaho Falls,ID,83401,,208-523-0603,E,,Private,,,,,,,1,,,Non-Networked,,GPS,43.506418,-112.000182,2022-03-07,46794,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false
ELEC,Arlington Nissan,1100 W Dundee Rd,,Arlington Heights,IL,60004,,847-590-6100,E,,Private,,,,,,,1,,,Non-Networked,,200-9,42.139843,-87.996655,2022-03-07,46798,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,O'Brien Nissan,2029 Ireland Grove Rd,,Bloomington,IL,61704,,309-664-1222,E,,Private,,,,,,,1,,,Non-Networked,,200-9,40.459154,-88.966191,2020-06-09,46800,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hove Buick-Nissan,1405 N Kinzie,,Bradley,IL,60915,,815-932-8600,E,,Private,,,,,,,1,,,Non-Networked,,GPS,41.154031,-87.851483,2020-06-09,46802,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Berman Nissan - Chicago,4444 W Irving Park Rd,,Chicago,IL,60641,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,41.953751,-87.739697,2020-06-09,46807,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Continental Nissan,5750 S La Grange Rd,,Countryside,IL,60525,,708-352-9200,E,,Private,,,,,,,1,,,Non-Networked,,200-9,41.78586,-87.8685,2020-06-09,46810,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Jim M'Lady Nissan,5656 Northwest Hwy,,Crystal Lake,IL,60014,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,42.226647,-88.306745,2020-06-09,46812,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Crown Nissan - Decatur,165 W Pershing Rd,,Decatur,IL,62526,,217-877-4440,E,,Private,,,,,,,1,,,Non-Networked,,200-9,39.876094,-88.959111,2020-06-09,46814,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Bill Kay's Nissan - Downers Grove,1601 Ogden Ave,,Downers Grove,IL,60515,,630-969-3200,E,,Private,,,,,,,1,,,Non-Networked,,200-9,41.807887,-88.024848,2020-06-09,46818,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,McGrath Nissan,945 E Chicago St,,Elgin,IL,60120,,847-888-2030,E,,Private,,,,,,,1,,,Non-Networked,,200-9,42.033769,-88.255193,2020-06-09,46820,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Autobarn Nissan,1012 Chicago Ave,,Evanston,IL,60202,,847-475-8200,E,,Private,,,,,,,1,,,Non-Networked,,200-9,42.03616,-87.680149,2022-03-07,46822,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Glendale Nissan,484 North Ave,,Glendale Heights,IL,60139,,630-469-6100,E,,Private,,,,,,,1,,,Non-Networked,,200-9,41.904021,-88.068043,2020-06-09,46827,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Gerald Nissan - North Aurora,213 Hansen Blvd,,North Aurora,IL,60542,,630-907-0800,E,,Private,,,,,,,1,,,Non-Networked,,200-9,41.798401,-88.37177,2022-03-07,46833,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false
ELEC,Nissan of St Charles,2535 E Main St,,St. Charles,IL,60174,,630-584-3900,E,,Private,,,,,,,1,,,Non-Networked,,200-9,41.920486,-88.284011,2020-06-09,46838,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Tom Wood Collision Center,9727 Bauer Dr,,Indianapolis,IN,46280,,317-848-6707,E,,Private,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.929262,-86.099395,2022-01-10,46842,2023-02-15 22:45:41 UTC,P,,,2012-05-11,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Oakes Mitsubishi,7301 State Ave,,Kansas City,KS,66112,,877-481-1738,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,200-8,39.116404,-94.746998,2023-01-10,46849,2023-02-14 15:54:11 UTC,P,,,2019-09-24,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,MD,false
ELEC,Bob Allen Nissan,725 Maple Ave,,Danville,KY,40422,,859-236-3217,E,,Private,,,,,,,1,,,Non-Networked,,200-9,37.657747,-84.784008,2020-06-09,46850,2023-02-15 22:45:41 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Legacy Nissan,395 W Highway 192,,London,KY,40741,,877-806-0330,E,,Private,,,,,,,1,,,Non-Networked,,200-9,37.105179,-84.079467,2020-06-09,46852,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Electric Insurance Co,75 Sam Fonzo Dr,,Beverly,MA,01915,,,E,,Private,24 hours daily,,,,,,1,,,Non-Networked,,GPS,42.579607,-70.90188,2022-12-13,46857,2023-02-15 22:45:41 UTC,P,,,2011-12-27,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,true
